,week_no,day_of_week,brand,date,cnt_x,brand_fill,ds,lunar_day,is_holiday,after_holiday_type,after_holiday,before_holiday_type,before_holiday,last_workday_before_holiday,is_week_end,is_work,index,cnt_y,spring_sunday,is_norm_sunday,is_saturday,is_redundent_sunday,is_after_new_year,month,day,year
12374,1769,1,,,,0,19/11/2046,,,,,,,,,,,,,,,,,,,
12375,1769,2,,,,0,20/11/2046,,,,,,,,,,,,,,,,,,,
12376,1769,3,,,,0,21/11/2046,,,,,,,,,,,,,,,,,,,
12377,1769,4,,,,0,22/11/2046,,,,,,,,,,,,,,,,,,,
12378,1769,5,,,,0,23/11/2046,,,,,,,,,,,,,,,,,,,
12379,1769,6,,,,0,24/11/2046,,,,,,,,,,,,,,,,,,,
12380,1769,7,,,,0,25/11/2046,,,,,,,,,,,,,,,,,,,
12381,1770,1,,,,0,26/11/2046,,,,,,,,,,,,,,,,,,,
12382,1770,2,,,,0,27/11/2046,,,,,,,,,,,,,,,,,,,
12383,1770,3,,,,0,28/11/2046,,,,,,,,,,,,,,,,,,,
12384,1770,4,,,,0,29/11/2046,,,,,,,,,,,,,,,,,,,
12385,1770,5,,,,0,30/11/2046,,,,,,,,,,,,,,,,,,,
12386,1770,6,,,,0,01/12/2046,,,,,,,,,,,,,,,,,,,
12387,1770,7,,,,0,02/12/2046,,,,,,,,,,,,,,,,,,,
12388,1771,1,,,,0,03/12/2046,,,,,,,,,,,,,,,,,,,
12389,1771,2,,,,0,04/12/2046,,,,,,,,,,,,,,,,,,,
12390,1771,3,,,,0,05/12/2046,,,,,,,,,,,,,,,,,,,
12391,1771,4,,,,0,06/12/2046,,,,,,,,,,,,,,,,,,,
12392,1771,5,,,,0,07/12/2046,,,,,,,,,,,,,,,,,,,
12393,1771,6,,,,0,08/12/2046,,,,,,,,,,,,,,,,,,,
12394,1771,7,,,,0,09/12/2046,,,,,,,,,,,,,,,,,,,
12395,1772,1,,,,0,10/12/2046,,,,,,,,,,,,,,,,,,,
12396,1772,2,,,,0,11/12/2046,,,,,,,,,,,,,,,,,,,
12397,1772,3,,,,0,12/12/2046,,,,,,,,,,,,,,,,,,,
12398,1772,4,,,,0,13/12/2046,,,,,,,,,,,,,,,,,,,
12399,1772,5,,,,0,14/12/2046,,,,,,,,,,,,,,,,,,,
12400,1772,6,,,,0,15/12/2046,,,,,,,,,,,,,,,,,,,
12401,1772,7,,,,0,16/12/2046,,,,,,,,,,,,,,,,,,,
12402,1773,1,,,,0,17/12/2046,,,,,,,,,,,,,,,,,,,
12403,1773,2,,,,0,18/12/2046,,,,,,,,,,,,,,,,,,,
12404,1773,3,,,,0,19/12/2046,,,,,,,,,,,,,,,,,,,
12405,1773,4,,,,0,20/12/2046,,,,,,,,,,,,,,,,,,,
12406,1773,5,,,,0,21/12/2046,,,,,,,,,,,,,,,,,,,
12407,1773,6,,,,0,22/12/2046,,,,,,,,,,,,,,,,,,,
12408,1773,7,,,,0,23/12/2046,,,,,,,,,,,,,,,,,,,
12409,1774,1,,,,0,24/12/2046,,,,,,,,,,,,,,,,,,,
12410,1774,2,,,,0,25/12/2046,,,,,,,,,,,,,,,,,,,
12411,1774,3,,,,0,26/12/2046,,,,,,,,,,,,,,,,,,,
12412,1774,4,,,,0,27/12/2046,,,,,,,,,,,,,,,,,,,
12413,1774,5,,,,0,28/12/2046,,,,,,,,,,,,,,,,,,,
12414,1774,6,,,,0,29/12/2046,,,,,,,,,,,,,,,,,,,
12415,1774,7,,,,0,30/12/2046,,,,,,,,,,,,,,,,,,,
12416,1775,1,,,,0,31/12/2046,,,,,,,,,,,,,,,,,,,
12417,1775,2,,,,0,01/01/2047,,,,,,,,,,,,,,,,,,,
12418,1775,3,,,,0,02/01/2047,,,,,,,,,,,,,,,,,,,
12419,1775,4,,,,0,03/01/2047,,,,,,,,,,,,,,,,,,,
12420,1775,5,,,,0,04/01/2047,,,,,,,,,,,,,,,,,,,
12421,1775,6,,,,0,05/01/2047,,,,,,,,,,,,,,,,,,,
12422,1775,7,,,,0,06/01/2047,,,,,,,,,,,,,,,,,,,
12423,1776,1,,,,0,07/01/2047,,,,,,,,,,,,,,,,,,,
12424,1776,2,,,,0,08/01/2047,,,,,,,,,,,,,,,,,,,
12425,1776,3,,,,0,09/01/2047,,,,,,,,,,,,,,,,,,,
12426,1776,4,,,,0,10/01/2047,,,,,,,,,,,,,,,,,,,
12427,1776,5,,,,0,11/01/2047,,,,,,,,,,,,,,,,,,,
12428,1776,6,,,,0,12/01/2047,,,,,,,,,,,,,,,,,,,
12429,1776,7,,,,0,13/01/2047,,,,,,,,,,,,,,,,,,,
12430,1777,1,,,,0,14/01/2047,,,,,,,,,,,,,,,,,,,
12431,1777,2,,,,0,15/01/2047,,,,,,,,,,,,,,,,,,,
12432,1777,3,,,,0,16/01/2047,,,,,,,,,,,,,,,,,,,
12433,1777,4,,,,0,17/01/2047,,,,,,,,,,,,,,,,,,,
12434,1777,5,,,,0,18/01/2047,,,,,,,,,,,,,,,,,,,
12435,1777,6,,,,0,19/01/2047,,,,,,,,,,,,,,,,,,,
12436,1777,7,,,,0,20/01/2047,,,,,,,,,,,,,,,,,,,
12437,1778,1,,,,0,21/01/2047,,,,,,,,,,,,,,,,,,,
12438,1778,2,,,,0,22/01/2047,,,,,,,,,,,,,,,,,,,
12439,1778,3,,,,0,23/01/2047,,,,,,,,,,,,,,,,,,,
12440,1778,4,,,,0,24/01/2047,,,,,,,,,,,,,,,,,,,
12441,1778,5,,,,0,25/01/2047,,,,,,,,,,,,,,,,,,,
12442,1778,6,,,,0,26/01/2047,,,,,,,,,,,,,,,,,,,
12443,1778,7,,,,0,27/01/2047,,,,,,,,,,,,,,,,,,,
12444,1779,1,,,,0,28/01/2047,,,,,,,,,,,,,,,,,,,
12445,1779,2,,,,0,29/01/2047,,,,,,,,,,,,,,,,,,,
12446,1779,3,,,,0,30/01/2047,,,,,,,,,,,,,,,,,,,
12447,1779,4,,,,0,31/01/2047,,,,,,,,,,,,,,,,,,,
12448,1779,5,,,,0,01/02/2047,,,,,,,,,,,,,,,,,,,
12449,1779,6,,,,0,02/02/2047,,,,,,,,,,,,,,,,,,,
12450,1779,7,,,,0,03/02/2047,,,,,,,,,,,,,,,,,,,
12451,1780,1,,,,0,04/02/2047,,,,,,,,,,,,,,,,,,,
12452,1780,2,,,,0,05/02/2047,,,,,,,,,,,,,,,,,,,
12453,1780,3,,,,0,06/02/2047,,,,,,,,,,,,,,,,,,,
12454,1780,4,,,,0,07/02/2047,,,,,,,,,,,,,,,,,,,
12455,1780,5,,,,0,08/02/2047,,,,,,,,,,,,,,,,,,,
12456,1780,6,,,,0,09/02/2047,,,,,,,,,,,,,,,,,,,
12457,1780,7,,,,0,10/02/2047,,,,,,,,,,,,,,,,,,,
12458,1781,1,,,,0,11/02/2047,,,,,,,,,,,,,,,,,,,
12459,1781,2,,,,0,12/02/2047,,,,,,,,,,,,,,,,,,,
12460,1781,3,,,,0,13/02/2047,,,,,,,,,,,,,,,,,,,
12461,1781,4,,,,0,14/02/2047,,,,,,,,,,,,,,,,,,,
12462,1781,5,,,,0,15/02/2047,,,,,,,,,,,,,,,,,,,
12463,1781,6,,,,0,16/02/2047,,,,,,,,,,,,,,,,,,,
12464,1781,7,,,,0,17/02/2047,,,,,,,,,,,,,,,,,,,
12465,1782,1,,,,0,18/02/2047,,,,,,,,,,,,,,,,,,,
12466,1782,2,,,,0,19/02/2047,,,,,,,,,,,,,,,,,,,
12467,1782,3,,,,0,20/02/2047,,,,,,,,,,,,,,,,,,,
12468,1782,4,,,,0,21/02/2047,,,,,,,,,,,,,,,,,,,
12469,1782,5,,,,0,22/02/2047,,,,,,,,,,,,,,,,,,,
12470,1782,6,,,,0,23/02/2047,,,,,,,,,,,,,,,,,,,
12471,1782,7,,,,0,24/02/2047,,,,,,,,,,,,,,,,,,,
12472,1783,1,,,,0,25/02/2047,,,,,,,,,,,,,,,,,,,
12473,1783,2,,,,0,26/02/2047,,,,,,,,,,,,,,,,,,,
12474,1783,3,,,,0,27/02/2047,,,,,,,,,,,,,,,,,,,
12475,1783,4,,,,0,28/02/2047,,,,,,,,,,,,,,,,,,,
12476,1783,5,,,,0,01/03/2047,,,,,,,,,,,,,,,,,,,
12477,1783,6,,,,0,02/03/2047,,,,,,,,,,,,,,,,,,,
12478,1783,7,,,,0,03/03/2047,,,,,,,,,,,,,,,,,,,
12479,1784,1,,,,0,04/03/2047,,,,,,,,,,,,,,,,,,,
12480,1784,2,,,,0,05/03/2047,,,,,,,,,,,,,,,,,,,
12481,1784,3,,,,0,06/03/2047,,,,,,,,,,,,,,,,,,,
12482,1784,4,,,,0,07/03/2047,,,,,,,,,,,,,,,,,,,
12483,1784,5,,,,0,08/03/2047,,,,,,,,,,,,,,,,,,,
12484,1784,6,,,,0,09/03/2047,,,,,,,,,,,,,,,,,,,
12485,1784,7,,,,0,10/03/2047,,,,,,,,,,,,,,,,,,,
12486,1785,1,,,,0,11/03/2047,,,,,,,,,,,,,,,,,,,
12487,1785,2,,,,0,12/03/2047,,,,,,,,,,,,,,,,,,,
12488,1785,3,,,,0,13/03/2047,,,,,,,,,,,,,,,,,,,
12489,1785,4,,,,0,14/03/2047,,,,,,,,,,,,,,,,,,,
12490,1785,5,,,,0,15/03/2047,,,,,,,,,,,,,,,,,,,
12491,1785,6,,,,0,16/03/2047,,,,,,,,,,,,,,,,,,,
12492,1785,7,,,,0,17/03/2047,,,,,,,,,,,,,,,,,,,
12493,1786,1,,,,0,18/03/2047,,,,,,,,,,,,,,,,,,,
12494,1786,2,,,,0,19/03/2047,,,,,,,,,,,,,,,,,,,
12495,1786,3,,,,0,20/03/2047,,,,,,,,,,,,,,,,,,,
12496,1786,4,,,,0,21/03/2047,,,,,,,,,,,,,,,,,,,
12497,1786,5,,,,0,22/03/2047,,,,,,,,,,,,,,,,,,,
12498,1786,6,,,,0,23/03/2047,,,,,,,,,,,,,,,,,,,
12499,1786,7,,,,0,24/03/2047,,,,,,,,,,,,,,,,,,,
12500,1787,1,,,,0,25/03/2047,,,,,,,,,,,,,,,,,,,
12501,1787,2,,,,0,26/03/2047,,,,,,,,,,,,,,,,,,,
12502,1787,3,,,,0,27/03/2047,,,,,,,,,,,,,,,,,,,
12503,1787,4,,,,0,28/03/2047,,,,,,,,,,,,,,,,,,,
12504,1787,5,,,,0,29/03/2047,,,,,,,,,,,,,,,,,,,
12505,1787,6,,,,0,30/03/2047,,,,,,,,,,,,,,,,,,,
12506,1787,7,,,,0,31/03/2047,,,,,,,,,,,,,,,,,,,
12507,1788,1,,,,0,01/04/2047,,,,,,,,,,,,,,,,,,,
12508,1788,2,,,,0,02/04/2047,,,,,,,,,,,,,,,,,,,
12509,1788,3,,,,0,03/04/2047,,,,,,,,,,,,,,,,,,,
12510,1788,4,,,,0,04/04/2047,,,,,,,,,,,,,,,,,,,
12511,1788,5,,,,0,05/04/2047,,,,,,,,,,,,,,,,,,,
12512,1788,6,,,,0,06/04/2047,,,,,,,,,,,,,,,,,,,
12513,1788,7,,,,0,07/04/2047,,,,,,,,,,,,,,,,,,,
12514,1789,1,,,,0,08/04/2047,,,,,,,,,,,,,,,,,,,
12515,1789,2,,,,0,09/04/2047,,,,,,,,,,,,,,,,,,,
12516,1789,3,,,,0,10/04/2047,,,,,,,,,,,,,,,,,,,
12517,1789,4,,,,0,11/04/2047,,,,,,,,,,,,,,,,,,,
12518,1789,5,,,,0,12/04/2047,,,,,,,,,,,,,,,,,,,
12519,1789,6,,,,0,13/04/2047,,,,,,,,,,,,,,,,,,,
12520,1789,7,,,,0,14/04/2047,,,,,,,,,,,,,,,,,,,
12521,1790,1,,,,0,15/04/2047,,,,,,,,,,,,,,,,,,,
12522,1790,2,,,,0,16/04/2047,,,,,,,,,,,,,,,,,,,
12523,1790,3,,,,0,17/04/2047,,,,,,,,,,,,,,,,,,,
12524,1790,4,,,,0,18/04/2047,,,,,,,,,,,,,,,,,,,
12525,1790,5,,,,0,19/04/2047,,,,,,,,,,,,,,,,,,,
12526,1790,6,,,,0,20/04/2047,,,,,,,,,,,,,,,,,,,
12527,1790,7,,,,0,21/04/2047,,,,,,,,,,,,,,,,,,,
12528,1791,1,,,,0,22/04/2047,,,,,,,,,,,,,,,,,,,
12529,1791,2,,,,0,23/04/2047,,,,,,,,,,,,,,,,,,,
12530,1791,3,,,,0,24/04/2047,,,,,,,,,,,,,,,,,,,
12531,1791,4,,,,0,25/04/2047,,,,,,,,,,,,,,,,,,,
12532,1791,5,,,,0,26/04/2047,,,,,,,,,,,,,,,,,,,
12533,1791,6,,,,0,27/04/2047,,,,,,,,,,,,,,,,,,,
12534,1791,7,,,,0,28/04/2047,,,,,,,,,,,,,,,,,,,
12535,1792,1,,,,0,29/04/2047,,,,,,,,,,,,,,,,,,,
12536,1792,2,,,,0,30/04/2047,,,,,,,,,,,,,,,,,,,
12537,1792,3,,,,0,01/05/2047,,,,,,,,,,,,,,,,,,,
12538,1792,4,,,,0,02/05/2047,,,,,,,,,,,,,,,,,,,
12539,1792,5,,,,0,03/05/2047,,,,,,,,,,,,,,,,,,,
12540,1792,6,,,,0,04/05/2047,,,,,,,,,,,,,,,,,,,
12541,1792,7,,,,0,05/05/2047,,,,,,,,,,,,,,,,,,,
12542,1793,1,,,,0,06/05/2047,,,,,,,,,,,,,,,,,,,
12543,1793,2,,,,0,07/05/2047,,,,,,,,,,,,,,,,,,,
12544,1793,3,,,,0,08/05/2047,,,,,,,,,,,,,,,,,,,
12545,1793,4,,,,0,09/05/2047,,,,,,,,,,,,,,,,,,,
12546,1793,5,,,,0,10/05/2047,,,,,,,,,,,,,,,,,,,
12547,1793,6,,,,0,11/05/2047,,,,,,,,,,,,,,,,,,,
12548,1793,7,,,,0,12/05/2047,,,,,,,,,,,,,,,,,,,
12549,1794,1,,,,0,13/05/2047,,,,,,,,,,,,,,,,,,,
12550,1794,2,,,,0,14/05/2047,,,,,,,,,,,,,,,,,,,
12551,1794,3,,,,0,15/05/2047,,,,,,,,,,,,,,,,,,,
12552,1794,4,,,,0,16/05/2047,,,,,,,,,,,,,,,,,,,
12553,1794,5,,,,0,17/05/2047,,,,,,,,,,,,,,,,,,,
12554,1794,6,,,,0,18/05/2047,,,,,,,,,,,,,,,,,,,
12555,1794,7,,,,0,19/05/2047,,,,,,,,,,,,,,,,,,,
12556,1795,1,,,,0,20/05/2047,,,,,,,,,,,,,,,,,,,
12557,1795,2,,,,0,21/05/2047,,,,,,,,,,,,,,,,,,,
12558,1795,3,,,,0,22/05/2047,,,,,,,,,,,,,,,,,,,
12559,1795,4,,,,0,23/05/2047,,,,,,,,,,,,,,,,,,,
12560,1795,5,,,,0,24/05/2047,,,,,,,,,,,,,,,,,,,
12561,1795,6,,,,0,25/05/2047,,,,,,,,,,,,,,,,,,,
12562,1795,7,,,,0,26/05/2047,,,,,,,,,,,,,,,,,,,
12563,1796,1,,,,0,27/05/2047,,,,,,,,,,,,,,,,,,,
12564,1796,2,,,,0,28/05/2047,,,,,,,,,,,,,,,,,,,
12565,1796,3,,,,0,29/05/2047,,,,,,,,,,,,,,,,,,,
12566,1796,4,,,,0,30/05/2047,,,,,,,,,,,,,,,,,,,
12567,1796,5,,,,0,31/05/2047,,,,,,,,,,,,,,,,,,,
12568,1796,6,,,,0,01/06/2047,,,,,,,,,,,,,,,,,,,
12569,1796,7,,,,0,02/06/2047,,,,,,,,,,,,,,,,,,,
12570,1797,1,,,,0,03/06/2047,,,,,,,,,,,,,,,,,,,
12571,1797,2,,,,0,04/06/2047,,,,,,,,,,,,,,,,,,,
12572,1797,3,,,,0,05/06/2047,,,,,,,,,,,,,,,,,,,
12573,1797,4,,,,0,06/06/2047,,,,,,,,,,,,,,,,,,,
12574,1797,5,,,,0,07/06/2047,,,,,,,,,,,,,,,,,,,
12575,1797,6,,,,0,08/06/2047,,,,,,,,,,,,,,,,,,,
12576,1797,7,,,,0,09/06/2047,,,,,,,,,,,,,,,,,,,
12577,1798,1,,,,0,10/06/2047,,,,,,,,,,,,,,,,,,,
12578,1798,2,,,,0,11/06/2047,,,,,,,,,,,,,,,,,,,
12579,1798,3,,,,0,12/06/2047,,,,,,,,,,,,,,,,,,,
12580,1798,4,,,,0,13/06/2047,,,,,,,,,,,,,,,,,,,
12581,1798,5,,,,0,14/06/2047,,,,,,,,,,,,,,,,,,,
12582,1798,6,,,,0,15/06/2047,,,,,,,,,,,,,,,,,,,
12583,1798,7,,,,0,16/06/2047,,,,,,,,,,,,,,,,,,,
12584,1799,1,,,,0,17/06/2047,,,,,,,,,,,,,,,,,,,
12585,1799,2,,,,0,18/06/2047,,,,,,,,,,,,,,,,,,,
12586,1799,3,,,,0,19/06/2047,,,,,,,,,,,,,,,,,,,
12587,1799,4,,,,0,20/06/2047,,,,,,,,,,,,,,,,,,,
12588,1799,5,,,,0,21/06/2047,,,,,,,,,,,,,,,,,,,
12589,1799,6,,,,0,22/06/2047,,,,,,,,,,,,,,,,,,,
12590,1799,7,,,,0,23/06/2047,,,,,,,,,,,,,,,,,,,
12591,1800,1,,,,0,24/06/2047,,,,,,,,,,,,,,,,,,,
12592,1800,2,,,,0,25/06/2047,,,,,,,,,,,,,,,,,,,
12593,1800,3,,,,0,26/06/2047,,,,,,,,,,,,,,,,,,,
12594,1800,4,,,,0,27/06/2047,,,,,,,,,,,,,,,,,,,
12595,1800,5,,,,0,28/06/2047,,,,,,,,,,,,,,,,,,,
12596,1800,6,,,,0,29/06/2047,,,,,,,,,,,,,,,,,,,
12597,1800,7,,,,0,30/06/2047,,,,,,,,,,,,,,,,,,,
12598,1801,1,,,,0,01/07/2047,,,,,,,,,,,,,,,,,,,
12599,1801,2,,,,0,02/07/2047,,,,,,,,,,,,,,,,,,,
12600,1801,3,,,,0,03/07/2047,,,,,,,,,,,,,,,,,,,
12601,1801,4,,,,0,04/07/2047,,,,,,,,,,,,,,,,,,,
12602,1801,5,,,,0,05/07/2047,,,,,,,,,,,,,,,,,,,
12603,1801,6,,,,0,06/07/2047,,,,,,,,,,,,,,,,,,,
12604,1801,7,,,,0,07/07/2047,,,,,,,,,,,,,,,,,,,
12605,1802,1,,,,0,08/07/2047,,,,,,,,,,,,,,,,,,,
12606,1802,2,,,,0,09/07/2047,,,,,,,,,,,,,,,,,,,
12607,1802,3,,,,0,10/07/2047,,,,,,,,,,,,,,,,,,,
12608,1802,4,,,,0,11/07/2047,,,,,,,,,,,,,,,,,,,
12609,1802,5,,,,0,12/07/2047,,,,,,,,,,,,,,,,,,,
12610,1802,6,,,,0,13/07/2047,,,,,,,,,,,,,,,,,,,
12611,1802,7,,,,0,14/07/2047,,,,,,,,,,,,,,,,,,,
12612,1803,1,,,,0,15/07/2047,,,,,,,,,,,,,,,,,,,
12613,1803,2,,,,0,16/07/2047,,,,,,,,,,,,,,,,,,,
12614,1803,3,,,,0,17/07/2047,,,,,,,,,,,,,,,,,,,
12615,1803,4,,,,0,18/07/2047,,,,,,,,,,,,,,,,,,,
12616,1803,5,,,,0,19/07/2047,,,,,,,,,,,,,,,,,,,
12617,1803,6,,,,0,20/07/2047,,,,,,,,,,,,,,,,,,,
12618,1803,7,,,,0,21/07/2047,,,,,,,,,,,,,,,,,,,
12619,1804,1,,,,0,22/07/2047,,,,,,,,,,,,,,,,,,,
12620,1804,2,,,,0,23/07/2047,,,,,,,,,,,,,,,,,,,
12621,1804,3,,,,0,24/07/2047,,,,,,,,,,,,,,,,,,,
12622,1804,4,,,,0,25/07/2047,,,,,,,,,,,,,,,,,,,
12623,1804,5,,,,0,26/07/2047,,,,,,,,,,,,,,,,,,,
12624,1804,6,,,,0,27/07/2047,,,,,,,,,,,,,,,,,,,
12625,1804,7,,,,0,28/07/2047,,,,,,,,,,,,,,,,,,,
12626,1805,1,,,,0,29/07/2047,,,,,,,,,,,,,,,,,,,
12627,1805,2,,,,0,30/07/2047,,,,,,,,,,,,,,,,,,,
12628,1805,3,,,,0,31/07/2047,,,,,,,,,,,,,,,,,,,
12629,1805,4,,,,0,01/08/2047,,,,,,,,,,,,,,,,,,,
12630,1805,5,,,,0,02/08/2047,,,,,,,,,,,,,,,,,,,
12631,1805,6,,,,0,03/08/2047,,,,,,,,,,,,,,,,,,,
12632,1805,7,,,,0,04/08/2047,,,,,,,,,,,,,,,,,,,
12633,1806,1,,,,0,05/08/2047,,,,,,,,,,,,,,,,,,,
12634,1806,2,,,,0,06/08/2047,,,,,,,,,,,,,,,,,,,
12635,1806,3,,,,0,07/08/2047,,,,,,,,,,,,,,,,,,,
12636,1806,4,,,,0,08/08/2047,,,,,,,,,,,,,,,,,,,
12637,1806,5,,,,0,09/08/2047,,,,,,,,,,,,,,,,,,,
12638,1806,6,,,,0,10/08/2047,,,,,,,,,,,,,,,,,,,
12639,1806,7,,,,0,11/08/2047,,,,,,,,,,,,,,,,,,,
12640,1807,1,,,,0,12/08/2047,,,,,,,,,,,,,,,,,,,
12641,1807,2,,,,0,13/08/2047,,,,,,,,,,,,,,,,,,,
12642,1807,3,,,,0,14/08/2047,,,,,,,,,,,,,,,,,,,
12643,1807,4,,,,0,15/08/2047,,,,,,,,,,,,,,,,,,,
12644,1807,5,,,,0,16/08/2047,,,,,,,,,,,,,,,,,,,
12645,1807,6,,,,0,17/08/2047,,,,,,,,,,,,,,,,,,,
12646,1807,7,,,,0,18/08/2047,,,,,,,,,,,,,,,,,,,
12647,1808,1,,,,0,19/08/2047,,,,,,,,,,,,,,,,,,,
12648,1808,2,,,,0,20/08/2047,,,,,,,,,,,,,,,,,,,
12649,1808,3,,,,0,21/08/2047,,,,,,,,,,,,,,,,,,,
12650,1808,4,,,,0,22/08/2047,,,,,,,,,,,,,,,,,,,
12651,1808,5,,,,0,23/08/2047,,,,,,,,,,,,,,,,,,,
12652,1808,6,,,,0,24/08/2047,,,,,,,,,,,,,,,,,,,
12653,1808,7,,,,0,25/08/2047,,,,,,,,,,,,,,,,,,,
12654,1809,1,,,,0,26/08/2047,,,,,,,,,,,,,,,,,,,
12655,1809,2,,,,0,27/08/2047,,,,,,,,,,,,,,,,,,,
12656,1809,3,,,,0,28/08/2047,,,,,,,,,,,,,,,,,,,
12657,1809,4,,,,0,29/08/2047,,,,,,,,,,,,,,,,,,,
12658,1809,5,,,,0,30/08/2047,,,,,,,,,,,,,,,,,,,
12659,1809,6,,,,0,31/08/2047,,,,,,,,,,,,,,,,,,,
12660,1809,7,,,,0,01/09/2047,,,,,,,,,,,,,,,,,,,
12661,1810,1,,,,0,02/09/2047,,,,,,,,,,,,,,,,,,,
12662,1810,2,,,,0,03/09/2047,,,,,,,,,,,,,,,,,,,
12663,1810,3,,,,0,04/09/2047,,,,,,,,,,,,,,,,,,,
12664,1810,4,,,,0,05/09/2047,,,,,,,,,,,,,,,,,,,
12665,1810,5,,,,0,06/09/2047,,,,,,,,,,,,,,,,,,,
12666,1810,6,,,,0,07/09/2047,,,,,,,,,,,,,,,,,,,
12667,1810,7,,,,0,08/09/2047,,,,,,,,,,,,,,,,,,,
12668,1811,1,,,,0,09/09/2047,,,,,,,,,,,,,,,,,,,
12669,1811,2,,,,0,10/09/2047,,,,,,,,,,,,,,,,,,,
12670,1811,3,,,,0,11/09/2047,,,,,,,,,,,,,,,,,,,
12671,1811,4,,,,0,12/09/2047,,,,,,,,,,,,,,,,,,,
12672,1811,5,,,,0,13/09/2047,,,,,,,,,,,,,,,,,,,
12673,1811,6,,,,0,14/09/2047,,,,,,,,,,,,,,,,,,,
12674,1811,7,,,,0,15/09/2047,,,,,,,,,,,,,,,,,,,
12675,1812,1,,,,0,16/09/2047,,,,,,,,,,,,,,,,,,,
12676,1812,2,,,,0,17/09/2047,,,,,,,,,,,,,,,,,,,
12677,1812,3,,,,0,18/09/2047,,,,,,,,,,,,,,,,,,,
12678,1812,4,,,,0,19/09/2047,,,,,,,,,,,,,,,,,,,
12679,1812,5,,,,0,20/09/2047,,,,,,,,,,,,,,,,,,,
12680,1812,6,,,,0,21/09/2047,,,,,,,,,,,,,,,,,,,
12681,1812,7,,,,0,22/09/2047,,,,,,,,,,,,,,,,,,,
12682,1813,1,,,,0,23/09/2047,,,,,,,,,,,,,,,,,,,
12683,1813,2,,,,0,24/09/2047,,,,,,,,,,,,,,,,,,,
12684,1813,3,,,,0,25/09/2047,,,,,,,,,,,,,,,,,,,
12685,1813,4,,,,0,26/09/2047,,,,,,,,,,,,,,,,,,,
12686,1813,5,,,,0,27/09/2047,,,,,,,,,,,,,,,,,,,
12687,1813,6,,,,0,28/09/2047,,,,,,,,,,,,,,,,,,,
12688,1813,7,,,,0,29/09/2047,,,,,,,,,,,,,,,,,,,
12689,1814,1,,,,0,30/09/2047,,,,,,,,,,,,,,,,,,,
12690,1814,2,,,,0,01/10/2047,,,,,,,,,,,,,,,,,,,
12691,1814,3,,,,0,02/10/2047,,,,,,,,,,,,,,,,,,,
12692,1814,4,,,,0,03/10/2047,,,,,,,,,,,,,,,,,,,
12693,1814,5,,,,0,04/10/2047,,,,,,,,,,,,,,,,,,,
12694,1814,6,,,,0,05/10/2047,,,,,,,,,,,,,,,,,,,
12695,1814,7,,,,0,06/10/2047,,,,,,,,,,,,,,,,,,,
12696,1815,1,,,,0,07/10/2047,,,,,,,,,,,,,,,,,,,
12697,1815,2,,,,0,08/10/2047,,,,,,,,,,,,,,,,,,,
12698,1815,3,,,,0,09/10/2047,,,,,,,,,,,,,,,,,,,
12699,1815,4,,,,0,10/10/2047,,,,,,,,,,,,,,,,,,,
12700,1815,5,,,,0,11/10/2047,,,,,,,,,,,,,,,,,,,
12701,1815,6,,,,0,12/10/2047,,,,,,,,,,,,,,,,,,,
12702,1815,7,,,,0,13/10/2047,,,,,,,,,,,,,,,,,,,
12703,1816,1,,,,0,14/10/2047,,,,,,,,,,,,,,,,,,,
12704,1816,2,,,,0,15/10/2047,,,,,,,,,,,,,,,,,,,
12705,1816,3,,,,0,16/10/2047,,,,,,,,,,,,,,,,,,,
12706,1816,4,,,,0,17/10/2047,,,,,,,,,,,,,,,,,,,
12707,1816,5,,,,0,18/10/2047,,,,,,,,,,,,,,,,,,,
12708,1816,6,,,,0,19/10/2047,,,,,,,,,,,,,,,,,,,
12709,1816,7,,,,0,20/10/2047,,,,,,,,,,,,,,,,,,,
12710,1817,1,,,,0,21/10/2047,,,,,,,,,,,,,,,,,,,
12711,1817,2,,,,0,22/10/2047,,,,,,,,,,,,,,,,,,,
12712,1817,3,,,,0,23/10/2047,,,,,,,,,,,,,,,,,,,
12713,1817,4,,,,0,24/10/2047,,,,,,,,,,,,,,,,,,,
12714,1817,5,,,,0,25/10/2047,,,,,,,,,,,,,,,,,,,
12715,1817,6,,,,0,26/10/2047,,,,,,,,,,,,,,,,,,,
12716,1817,7,,,,0,27/10/2047,,,,,,,,,,,,,,,,,,,
12717,1818,1,,,,0,28/10/2047,,,,,,,,,,,,,,,,,,,
12718,1818,2,,,,0,29/10/2047,,,,,,,,,,,,,,,,,,,
12719,1818,3,,,,0,30/10/2047,,,,,,,,,,,,,,,,,,,
12720,1818,4,,,,0,31/10/2047,,,,,,,,,,,,,,,,,,,
12721,1818,5,,,,0,01/11/2047,,,,,,,,,,,,,,,,,,,
12722,1818,6,,,,0,02/11/2047,,,,,,,,,,,,,,,,,,,
12723,1818,7,,,,0,03/11/2047,,,,,,,,,,,,,,,,,,,
12724,1819,1,,,,0,04/11/2047,,,,,,,,,,,,,,,,,,,
12725,1819,2,,,,0,05/11/2047,,,,,,,,,,,,,,,,,,,
12726,1819,3,,,,0,06/11/2047,,,,,,,,,,,,,,,,,,,
12727,1819,4,,,,0,07/11/2047,,,,,,,,,,,,,,,,,,,
12728,1819,5,,,,0,08/11/2047,,,,,,,,,,,,,,,,,,,
